Country Name;Country Code;Indicator Name;Indicator Code;A1960;A1961;A1962;A1963;A1964;A1965;A1966;A1967;A1968;A1969;A1970;A1971;A1972;A1973;A1974;A1975;A1976;A1977;A1978;A1979;A1980;A1981;A1982;A1983;A1984;A1985;A1986;A1987;A1988;A1989;A1990;A1991;A1992;A1993;A1994;A1995;A1996;A1997;A1998;A1999;A2000;A2001;A2002;A2003;A2004;A2005;A2006;A2007;A2008;A2009;A2010;A2011;A2012;A2013;A2014;A2015;A2016;A2017;A2018;A2019;A2020;A2021;A2022;A2023; 1960-1999 ; 2000-2023 ; SOMME_TOTAL ; TOT_DECES_GARCONS ; TOT_DECES_FILLE ;AGE_MOYEN;TAUX_PAUVRETE;TAUX_ACCES_SOIN_PRENATAUX ;TAUX_ACCOUCHEMTS_ASSITES;TAUX_ALPHABETISATION_FEMME;DEPENSES_SANTE_PAR_HABITANT;TAUX_VACC_NEO_BCG;INDICE_DEV_HUMAIN;TAUX_ACCES_EAU_POTABLE;TAUX_NATALITE
Namibie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;1031;1084;1136;1194;1247;1293;1328;1343;1352;1312;1321;1307;1277;1296;1310;1316;1329;1350;1377;1422;1577;1592;1574;1547;1510;1458;1408;1400;1404;1400;1364;1311;1269;1236;1217;1209;1208;1228;1267;1310;1353;1406;1453;1474;1492;1493;1478;1460;1431;1402;1373;1337;1291;0;0;41 859;29 698;71 557;13 596;57 961;52;66;28;17;18;64;15;89;92;2
Nouvelle-Calédonie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;52;60;27;2;2;321;24;14;81;9
Niger;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;15683;16257;16819;17396;17892;18296;18542;18787;19146;19570;20134;20749;21339;22007;22843;23518;23999;24537;24797;25080;25447;25654;25831;26028;26144;26482;26799;26973;27066;27041;26969;26795;26627;26500;26471;26521;26584;26797;27119;27521;28096;28762;29504;30514;31509;32657;33980;35286;36533;37656;38708;39663;40559;0;0;697 825;684 362;1 382 187;262 616;1 119 571;25;58;87;5;37;244;5;76;1;20
Nigéria;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;170108;171220;172148;173922;174876;175977;178512;180446;181485;183027;184551;184781;184798;185147;186068;188036;187088;188014;189485;192491;196543;202660;207424;212879;218488;224790;230427;235312;238532;240131;241017;244952;247909;248767;248643;247611;246064;246290;246763;248504;251655;254272;257058;260629;262655;264761;267601;270010;272606;274398;275669;275766;275267;275554;274498;0;0;6 573 244;5 745 041;12 318 285;3 202 754;9 115 531;23;28;4;6;34;2;1;11;43;32
Nicaragua;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5106;5047;4955;4836;4710;4587;4485;4411;4321;4223;4115;4001;3895;3795;3671;3551;3440;3327;3214;3086;2956;2829;2688;2581;2445;2345;2246;2131;2032;1958;1901;1866;1837;1811;1791;1771;1752;1731;1702;1663;1611;1556;1505;1470;1456;1445;1412;1342;0;0;98 620;37 989;136 609;35 518;101 091;33;49;5;20;41;220;23;67;82;25
Pays-Bas;Nombre de décès néonataux;SH.DTH.NMRT;;3224;3085;2986;2915;2767;2635;2528;2414;2415;2263;2080;1887;1656;1504;1365;1278;1189;1129;1060;1032;974;913;879;875;874;888;889;884;883;905;893;866;827;780;719;694;709;745;762;782;761;743;717;678;639;606;569;550;529;511;490;474;460;467;456;457;450;444;445;451;466;463;0;0;58 153;11 826;69 979;18 195;51 784;41;63;36;1;27;99;23;76;49;28
Norvège;Nombre de décès néonataux;SH.DTH.NMRT;;748;740;752;766;755;742;716;700;682;633;610;567;508;462;406;357;316;297;276;257;244;239;230;229;232;235;238;246;245;241;230;217;205;194;184;177;169;162;161;158;148;140;136;133;128;127;122;121;118;113;107;104;99;96;93;90;84;79;76;73;71;70;0;0;15 526;2 328;17 854;4 642;13 212;48;65;67;2;17;72;16;30;66;41
Népal;Nombre de décès néonataux;SH.DTH.NMRT;45148;45823;46264;46549;46868;46961;47080;47230;47591;47551;47651;47781;47665;47390;47947;48239;48568;48591;48780;48799;48374;48275;48141;48028;47904;47370;46839;46249;45466;44485;43684;42633;41642;41325;39993;38615;36742;34749;33231;31664;30238;28549;26938;25758;24423;22930;21480;20272;19182;18174;17270;16523;15903;15258;14677;14086;13447;12739;12098;11606;11105;10780;10477;0;0;1 788 975;383 675;2 172 650;564 889;1 607 761;12;81;67;10;50;239;27;52;98;37
Nauru;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;9;9;9;9;8;8;8;8;8;7;7;7;7;8;8;8;8;9;9;8;8;8;8;7;7;7;7;6;6;6;0;0;98;164;262;68;194;22;79;10;17;33;200;36;75;84;20
Nouvelle-Zélande;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;679;661;670;642;595;555;505;467;430;379;357;322;301;280;267;261;253;249;252;258;259;260;249;238;224;207;200;198;199;194;199;198;194;186;188;188;179;176;184;188;191;202;202;204;194;184;187;174;172;156;167;164;162;160;0;0;11 008;4 002;15 010;3 903;11 107;34;65;41;15;8;75;39;96;84;48
Pays membres de l'OCDE;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184877;178407;170598;163139;155747;147480;140956;133519;126883;120692;115075;109670;102609;97182;92597;88497;85870;83495;81111;78101;75482;73249;71524;69552;68082;66384;65069;63633;61919;59578;57240;54615;52266;0;0;1 637 373;1 657 725;3 295 098;527 216;2 767 882;19;60;18;9;14;33;21;60;80;48
Oman;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;1796;1795;1797;1837;1869;1896;1904;1908;1896;1869;1824;1764;1690;1612;1514;1417;1322;1228;1136;1037;921;824;737;658;599;548;505;465;423;389;361;338;321;304;292;288;298;316;334;356;377;402;421;434;442;448;444;431;413;393;377;0;0;38 791;8 179;46 970;7 515;39 455;1;38;14;18;0;242;26;67;51;10
Autres petits états;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7310;7276;7202;6844;6663;6386;6231;6064;5938;5863;5743;5605;5492;5360;5241;5093;4937;4822;4720;4616;4485;4392;4284;4175;4066;3950;3841;3729;3613;3511;3423;3335;3238;0;0;71 520;95 928;167 448;26 792;140 656;12;55;21;15;18;36;9;78;0;43
Pakistan;Nombre de décès néonataux;SH.DTH.NMRT;183406;184475;184707;185233;185806;186708;187796;189308;190648;191844;194528;197577;200914;204839;208735;213271;218212;224407;230625;237269;245733;258296;269523;277398;281862;285089;292496;299936;307584;314565;319770;324532;327760;323472;324589;322154;321715;319316;318033;316184;313322;314462;314141;309570;306331;303282;301782;306577;307917;309569;311739;311492;309464;304420;295955;286587;280290;274208;268717;263880;258861;253063;248869;0;0;10 180 231;6 441 176;16 621 407;2 659 425;13 961 982;60;24;49;11;13;138;21;23;8;25
Panama;Nombre de décès néonataux;SH.DTH.NMRT;1892;1922;1951;1977;1983;1978;1972;1953;1929;1895;1852;1804;1741;1669;1605;1550;1501;1466;1436;1417;1404;1394;1381;1368;1336;1296;1258;1219;1186;1160;1131;1091;1076;1066;1060;1059;1057;1053;1045;1032;1013;990;964;938;923;895;866;846;830;811;796;793;789;779;774;769;763;752;726;686;649;611;571;0;0;58 286;17 521;75 807;12 129;63 678;28;68;65;6;12;124;31;99;67;25
Pérou;Nombre de décès néonataux;SH.DTH.NMRT;27231;27402;27468;27462;27413;27358;27255;27200;27000;26748;26682;25961;25523;25073;24671;24335;24072;23853;23737;23718;23702;23682;23606;23448;23116;22666;22113;21435;20752;20003;19233;18465;17595;16695;15718;14707;13687;12683;11737;10882;10193;9327;8663;8174;7885;7628;7325;6967;6591;6289;5986;5715;5426;5186;5006;4877;4826;4827;4841;4910;4876;4795;4676;0;0;879 049;134 796;1 013 845;162 215;851 630;40;70;20;4;42;206;23;55;52;74
Philippines;Nombre de décès néonataux;SH.DTH.NMRT;34341;35101;35695;36254;36779;37251;37523;37673;37841;38134;38568;38944;39078;39146;39413;39907;40831;42311;43840;44549;44750;44509;44660;44679;44080;43154;42196;41771;41118;39741;39079;38607;37976;37309;36770;36782;36558;36663;37062;37370;37423;37929;37461;36964;36251;35643;35423;34880;34436;34122;33303;31977;32231;32341;32237;32083;32402;33315;34212;35067;35599;35717;35559;0;0;1 581 095;759 152;2 340 247;374 440;1 965 807;39;83;57;2;22;350;39;5;42;19
Palaos;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0;59;69;128;20;108;36;64;34;14;21;204;37;57;90;69
Papouasie-Nouvelle-Guinée;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4878;4753;4626;4511;4413;4351;4332;4339;4368;4386;4398;4418;4439;4473;4526;4612;4729;4874;5022;5134;5243;5376;5512;5618;5711;5761;5813;5864;5907;5936;5988;6039;6078;6119;6120;6130;6112;6067;6019;5971;5904;5842;5750;5673;5584;5502;5377;5275;0;0;124 803;129 070;253 873;40 620;213 253;41;36;5;6;12;2;21;75;93;27
Pologne;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;9922;10008;9990;10058;10131;10219;10295;9890;9626;9667;9567;9288;9482;9605;9211;8732;8005;7438;6994;6420;6033;5875;5458;5101;4824;4160;3735;3202;2730;2363;2186;2030;1874;1787;1734;1691;1665;1645;1664;1596;1517;1359;1275;1173;1147;1098;1105;1132;1095;1041;1010;982;953;0;0;230 215;30 573;260 788;41 726;219 062;20;37;79;20;12;285;39;43;20;47
de Pré-dividende démographique;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885538;892757;902941;922425;938805;960761;971211;974410;976889;984226;988096;985954;984005;985317;983463;982645;985701;987810;988311;994765;999339;1003343;1006090;1008781;1012036;1014376;1015367;1016584;1016489;1015306;1013841;1013365;1009491;0;0;10 398 059;22 022 379;32 420 438;11 022 949;21 397 489;22;23;85;15;1;11;7;23;98;28
Porto Rico;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;32;13;24;16;25;222;14;65;92;58
 République démocratique deCorée;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9276;10313;10263;10194;10072;18009;17621;16938;16563;16090;15455;14982;14098;6817;6571;6236;6031;5980;5846;5609;4985;4707;4481;4255;4073;3888;3771;3525;3404;3229;3065;2915;3114;0;135 339;137 037;272 376;92 608;179 768;23;14;79;9;7;59;22;28;72;1
Portugal;Nombre de décès néonataux;SH.DTH.NMRT;;5928;5844;5660;5650;5339;5220;5229;5128;4862;4340;4028;3798;3681;3630;3728;3779;3460;2946;2614;2404;2179;2030;1840;1713;1486;1336;1189;1066;943;846;770;693;625;552;498;473;450;425;410;399;359;340;314;281;257;232;217;217;209;213;205;191;176;174;179;179;173;168;160;149;138;130;0;0;107 191;4 661;111 852;38 030;73 822;41;63;15;2;13;247;5;85;7;37
Paraguay;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;2717;2711;2708;2689;2684;2694;2706;2720;2739;2771;2798;2856;2917;2992;3027;3063;3097;3121;3127;3128;3123;3095;3071;3036;2987;2942;2894;2847;2795;2742;2669;2597;2517;2427;2337;2245;2174;2109;2050;1987;1924;1864;1799;1746;1694;1680;1661;1636;1589;1535;1487;1430;1375;1324;1274;0;0;94 580;39 347;133 927;45 535;88 392;35;5;51;18;43;284;24;14;44;59
Cisjordanie et Gaza;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2169;2188;2204;2219;2211;2200;2180;2137;2097;2084;2067;2050;2040;2022;1976;1951;1914;1865;1807;1786;1774;1779;1751;1714;1686;1676;1667;1611;1547;1486;1435;1383;1340;1298;0;0;25 806;37 508;63 314;21 527;41 787;26;15;60;20;23;182;2;99;36;47
Petits états insulaires du Pacifique;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;918;893;867;841;821;806;792;774;764;754;747;746;746;752;759;760;761;747;726;705;685;672;661;654;652;651;651;654;657;666;666;663;657;0;0;8 977;15 291;24 268;8 251;16 017;40;32;37;19;29;320;8;30;81;54
de Post-dividende démographique;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70980;67995;64972;61167;57710;54331;52238;50265;48411;46550;45697;44197;43351;42814;41989;40966;40906;40571;39860;38319;36952;36029;35555;34585;34080;33377;32577;31378;30411;29480;28244;27375;26209;0;0;620 316;789 225;1 409 541;479 244;930 297;52;5;17;12;41;17;23;59;34;26
Polynésie française;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;30;20;7;11;13;279;2;39;74;66
Qatar;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;109;102;98;92;88;83;79;79;79;81;82;80;78;74;70;70;74;78;81;86;93;94;96;97;98;99;102;104;101;99;81;71;0;0;1 011;1 908;2 919;992;1 927;32;27;27;17;48;25;36;43;75;50
Roumanie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4754;3981;3696;3505;3394;3150;2952;2882;2735;2511;2306;2114;2049;2042;1977;1917;1737;1570;1504;1392;1228;1074;1048;961;943;889;833;780;704;646;614;613;638;0;0;35 866;27 273;63 139;24 624;38 515;28;50;65;15;29;45;20;3;31;56
Fédération de Russie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21787;19496;17397;15790;15424;14743;13936;13013;12428;11665;11625;11546;11378;10910;10316;9586;9094;8735;8335;8110;8259;8628;9072;8983;8501;7621;6621;5386;4687;3920;3319;2823;2513;0;0;167 304;168 343;335 647;130 902;204 745;42;27;55;3;36;240;10;41;77;7
Rwanda;Nombre de décès néonataux;SH.DTH.NMRT;;9766;9748;9734;9755;9864;10048;10357;10748;11185;11642;12090;12573;13136;13766;14414;15104;15620;15975;16196;16165;16029;15782;15476;15084;14603;14247;13999;13765;13578;13538;13869;14594;15579;16992;11549;12663;15611;16089;15519;14719;13833;12908;12155;11528;10936;10350;9805;9300;8845;8414;7988;7694;7520;7413;7362;7322;7282;7247;7170;7070;7022;6896;0;0;541 171;196 060;737 231;287 520;449 711;50;22;69;16;44;116;1;3;91;17
Asie du Sud;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2243389;2208775;2171825;2130705;2105078;2067414;2024950;1984294;1939888;1891902;1853404;1813082;1754423;1693142;1633865;1566456;1507458;1463340;1413588;1373588;1327452;1279230;1232476;1184852;1119842;1075698;1036002;985243;947212;894965;848021;813174;781768;0;0;22 621 624;27 744 877;50 366 501;25 183 251;25 183 251;32;3;8;10;8;174;13;18;10;61
Arabie saoudite;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12066;11544;10999;10389;9670;9042;8486;8010;7598;7217;6879;6452;5994;5531;5109;4774;4686;4607;4408;4212;4037;3852;3629;3401;3148;2893;2673;2539;2425;2327;2247;2032;1906;0;0;101 900;82 882;184 782;92 391;92 391;30;70;90;6;32;193;7;51;24;60
Soudan;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;25934;26722;27205;27691;28236;29259;30361;31544;32993;34368;35771;37287;38859;40669;41127;41225;40746;40504;40234;39936;39520;39336;38997;38544;38297;38110;37910;37584;37408;37470;37468;37555;37259;36843;36368;36163;37162;38351;39389;40207;40847;40553;40163;40458;40765;41359;41371;41364;41304;41175;40685;40236;39828;0;0;1 111 315;869 405;1 980 720;990 360;990 360;28;85;9;4;6;227;21;62;96;35
Sénégal;Nombre de décès néonataux;SH.DTH.NMRT;10354;10490;10618;10720;10821;10966;11105;11260;11411;11593;11792;12006;12195;12371;12548;12720;12841;12873;12819;12790;12837;12929;12995;13029;13005;12961;12796;12707;12537;12578;12772;12896;13094;13342;13512;13760;13986;14225;14398;14600;14528;14359;14171;13995;13717;13548;13437;13114;12899;12896;12758;12706;12677;12657;12622;12431;12297;12188;12102;11914;11745;11554;11356;0;0;503 426;281 143;784 569;392 285;392 285;29;86;72;9;37;162;9;65;74;80
Singapour;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;702;663;658;665;604;490;407;402;353;352;356;361;339;321;291;284;285;237;244;265;224;237;182;158;141;125;125;105;108;85;77;86;64;66;59;56;55;56;57;57;55;52;54;57;54;57;57;46;43;41;41;41;40;40;0;0;9 932;1 148;11 080;5 540;5 540;42;90;15;3;8;48;28;96;9;34
Îles Salomon;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;182;182;181;182;184;186;187;190;193;194;196;197;198;198;198;200;199;197;195;195;193;193;192;190;186;182;176;172;168;164;160;156;0;0;2 043;4 105;6 148;3 074;3 074;37;40;27;16;2;55;20;37;61;6
Sierra Leone;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10368;10888;10555;10478;10431;10368;10301;10283;10253;10147;10034;10268;10788;10881;10831;10808;10795;10595;10452;10239;10025;9845;9663;9381;9176;8968;8799;8723;8624;8527;8397;8289;8168;0;0;114 106;212 242;326 348;163 174;163 174;29;27;77;19;15;313;5;2;34;59
El Salvador;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4447;4426;4358;4254;4123;3986;3843;3677;3524;3347;3179;2996;2883;2670;2442;2198;1971;1781;1609;1475;1372;1277;1206;1150;1099;1052;998;951;909;856;788;736;693;663;631;605;580;0;0;54 155;24 600;78 755;39 378;39 378;23;65;40;6;37;37;22;67;75;13
Saint-Marin;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;16;8;8;32;31;11;18;42;101;5;17;41;18
Somalie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14613;15161;15720;16296;16662;16135;15835;15560;14576;14479;15444;15835;16496;17035;17740;18519;19347;20222;21142;21911;22706;23431;24078;24457;24920;25076;25115;25200;24801;24932;25171;25432;25759;26014;26183;26366;26557;26593;26641;0;0;275 453;542 707;818 160;368 172;449 988;40;51;22;6;30;47;16;10;83;36
Serbie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1656;1495;1368;1329;1210;1108;960;809;566;553;588;617;581;528;436;381;340;331;338;335;339;329;325;307;296;280;266;260;252;248;238;226;211;0;0;11 642;7 464;19 106;8 598;10 508;28;51;16;19;3;195;9;21;2;33
Afrique subsaharienne (hors revenu élevé);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048344;1058804;1069458;1081908;1092136;1103800;1113065;1116084;1116159;1121324;1122196;1121193;1117789;1112987;1109517;1109656;1110364;1111936;1115578;1116600;1117648;1118688;1115754;1114138;1115164;1116649;1117614;1118103;1118534;1117842;1114185;1111171;1105118;0;0;12 043 278;24 526 228;36 569 506;16 456 278;20 113 228;30;20;80;20;7;177;34;72;80;75
Soudan du Sud;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16854;17010;17107;17044;17222;17425;17546;17574;17416;17388;17481;17601;17639;17248;16873;16447;16019;16030;16286;16458;16534;17055;17337;17554;17704;16427;16022;14313;12675;12042;12273;12370;12426;0;0;190 067;345 333;535 400;240 930;294 470;29;4;84;7;20;84;1;5;63;72
Afrique subsaharienne;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048361;1058821;1069474;1081924;1092152;1103814;1113079;1116097;1116171;1121336;1122209;1121205;1117802;1113000;1109530;1109670;1110377;1111950;1115592;1116615;1117662;1118703;1115769;1114153;1115179;1116664;1117630;1118119;1118550;1117858;1114200;1111186;1105132;0;0;12 043 438;24 526 546;36 569 984;18 284 992;18 284 992;56;1;83;16;30;236;4;83;81;50
Petits états;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9591;9488;9361;8943;8699;8379;8173;7956;7787;7666;7510;7346;7205;7051;6919;6751;6569;6416;6282;6138;5967;5844;5710;5574;5452;5316;5182;5053;4921;4822;4704;4598;4476;0;0;93 553;128 296;221 849;110 925;110 925;49;74;47;0;6;123;30;21;10;4
Sao Tomé-et-Principe;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;121;124;126;128;129;129;128;127;126;125;125;126;127;129;130;129;128;125;123;120;117;115;112;109;104;97;89;81;73;66;59;55;51;48;46;45;0;0;1 889;2 022;3 911;1 956;1 956;60;44;51;14;50;341;14;46;22;34
Suriname;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;253;245;238;228;222;215;208;202;198;196;196;197;198;197;194;190;184;178;172;166;161;156;151;146;142;137;133;129;125;122;119;115;0;0;2 465;3 508;5 973;2 987;2 987;65;29;74;18;13;316;6;40;97;12
République slovaque;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1093;1026;967;889;812;763;707;687;658;611;575;499;435;393;354;318;291;273;246;231;223;218;210;199;192;195;203;199;197;181;176;173;170;172;172;171;169;166;163;161;0;0;11 351;4 187;15 538;7 769;7 769;45;76;87;8;26;348;18;23;89;79
Slovénie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;249;228;205;186;168;145;128;115;100;92;84;77;71;66;63;59;58;54;51;48;47;45;44;43;45;42;41;39;37;34;33;31;30;29;28;27;26;26;25;0;0;2 369;825;3 194;1 597;1 597;25;77;14;10;26;325;27;98;64;25
Suède;Nombre de décès néonataux;SH.DTH.NMRT;;1321;1317;1336;1378;1323;1282;1235;1133;1046;1021;1003;936;859;805;702;617;560;512;497;477;444;420;403;399;403;406;407;421;422;427;410;390;357;319;276;242;219;208;204;207;208;211;210;203;195;192;188;184;182;183;176;178;179;181;179;179;173;169;165;161;160;158;0;0;26 344;4 014;30 358;15 179;15 179;35;23;53;5;4;332;7;40;66;70
Eswatini;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;787;785;781;779;780;808;800;825;854;882;893;840;862;888;918;961;984;990;982;974;961;939;911;901;902;894;873;866;861;856;837;812;788;760;733;707;684;663;639;0;0;14 427;18 533;32 960;16 480;16 480;59;6;85;20;3;130;30;16;0;7
Sint Maarten (Dutch part);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;48;37;85;15;3;128;16;73;37;62
Seychelles;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;20;19;17;17;16;16;16;14;14;13;12;12;13;12;13;13;13;14;13;14;14;15;14;15;15;15;15;15;16;16;16;16;15;15;14;0;0;220;318;538;269;269;67;4;21;3;14;271;6;76;64;14
République arabe syrienne;Nombre de décès néonataux;SH.DTH.NMRT;4998;5002;5050;5112;5220;5380;5582;5831;6079;6348;6548;6622;6673;6720;6818;6995;7265;7627;7936;8173;8301;8357;8409;8270;8229;8203;8127;8005;7792;7555;7357;7064;6871;6806;6739;6623;6488;6327;6217;6121;6038;6092;6058;6043;6044;6068;6082;6451;6861;6588;6479;6416;6511;6108;5043;4335;3915;3931;3889;4122;4398;4557;4667;0;0;274 880;120 658;395 538;197 769;197 769;48;78;55;7;39;316;14;56;74;3
Îles Turques-et-Caïques;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;33;44;77;39;39;58;67;20;17;12;202;4;50;48;70
